id,name,screen_name,location,description,followers_count,friends_count,listed_count,favourites_count,verified,statuses_count,protected,default_profile,default_profile_image,user_id,target,raw_label
456605888,.❁❁   البيـــان  ❁❁.,Al_byaan,,حساب يستحق المتابعه إذاعة النهج الواضح | @AnnahjRadio,93551,19770,74,752,False,17965,False,True,False,456605888,0,human
534026385,anna sofia,annadgaf_,stark's tower at night,"fitzwilliam darcy hath bewitched my body and soul, and i love... love... love him.",953,498,13,26818,False,66680,False,False,False,534026385,0,human
2311267801,Rahmat Hidayanto,tamhaRHidayanto,,Hanya manusia biasa http://t.co/JKyj0HJApx,2009,1234,41,0,False,422652,False,True,False,2311267801,1,bot
100629223,ANGUS O'LOUGHLIN,Angus_OL,,// RADIO GUY // MGMT: marina@marinapaul.com,77324,1010,269,29522,True,38730,False,False,False,100629223,0,human
1002309236,Daniela OFFICIALMGWV,danimar2311,Italy -San Marino,"@DjKingAssassin 
#TM1DN #AMS #MUZZIKZONE #TEAMMZBNIKKI #MEL_LILY
My Dear Friends @misnikki72 @aleskavio @LavorattoT",113745,96703,410,141,False,254028,False,False,False,1002309236,1,bot
11178902,The New York Review of Books,nybooks,New York,‘The premier literary-intellectual magazine in the English language.’,2278335,642,15841,5962,True,12577,False,False,False,11178902,0,human
1491180668,Cami,CamiBee__,"Houston, TX",,1333,769,12,23585,False,42708,False,False,False,1491180668,0,human
257467708,Sivuyile Black Excellence Mtshabe,tilostyln,Mthatha,come again,2123,641,8,319,False,96429,False,False,False,257467708,1,bot
773465515,6,6sungjai,,CP : @forjaeya,731,199,4,729,False,50050,False,False,False,773465515,0,human
1548662102,B 🌸💕,brisagirk,"Dallas, TX",,2553,957,17,66421,False,39625,False,False,False,1548662102,0,human
223617437,永谷喬夫 Bot,N_Takao_Bot,,椎名君！はじまってますよぉ！あ、すみません。本人ではないです。サーフィスのギタリスト永谷喬夫さんのBotです。アブノーマールな発言、名言、迷言を呟きます。オフィシャルではないので信じるも信じないもアナタの自由。 いきなり辞めるのは僕の自由。 フリーダム！！椎名君真似してごめんね☆,902,976,19,14,False,140937,False,False,False,223617437,1,bot
2268691220,墓穴の指名者ターン1つけろ協会会長,a28j52t,,ちょっぱーです/金沢大医医5/陸上/400m49.35/400mH54.11/漫画とアニメを少々/にわかYP/MTG初心者/知り合い、大学関係の方はこちら→@a28j52r,945,689,44,61190,False,149617,False,True,False,2268691220,1,bot
735613874,Luke,iLukasx100,Birmingham,Search and Discard creator. Retired YouTuber. #AVFC,95034,563,55,8717,False,46164,False,True,False,735613874,1,bot
255425706,IG : @footballs_id,Football_ID,Indonesia,News Indonesia Football | Barometer Sepakbola Indonesia | Semua Bersaudara #SatuIndonesia | Follow @Sports_ID | kerjasama ke kontakindofootball@gmail.com,1198060,38,289,39,False,157131,False,False,False,255425706,1,bot
373495222,Brad Corey,brad_corey,UK,"British guy who does that YouTube thing, I also like Whales   For all business enquiries contact: TheBradCorey@gmail.com",76712,7498,104,7682,False,31383,False,False,False,373495222,0,human
1249904934,Daniela Caro 🌻,daniela___caro,"Punta Arenas, Chile ",24 años • Futura matrona • Magallánica viviendo en Santiago ⛄️☀️,1192,1006,7,21531,False,63207,False,False,False,1249904934,0,human
2218438975,四則演算bot,bot_sisoku,,４つの数字を使って10になるような数をツイートします。難易度は様々です。自動でリフォローします。,2336,3320,7,0,False,87781,False,True,False,2218438975,1,bot
1079455709320892416,Daam,DamianLoyarte,"Rocha, Uruguay",Música 🎶 café ☕️ y el mar🌊. Satírico por naturaleza. Tengo veinti5 años y nací por parto natural. Me gusta el color verde.,73,15,0,220,False,48,False,True,False,1079455709320892416,0,human
14790085,CA Technologies,CAinc,"New York, NY",CA Technologies is now a Broadcom company. Follow @Broadcom to stay up to date on company news and products.,124359,16559,1824,13100,True,30331,False,False,False,14790085,0,human
229191436,Caixa,Caixa,Brasil,A vida exige que um banco vá além. Essa é a proposta da Caixa. Conte conosco também no Twitter.,161773,10763,409,409,True,63321,False,False,False,229191436,1,bot
2534800813,Kabar Apdet,kabarapdet,Jakarta,"Akun berita, event, budaya, iklan, dsb.",815,1824,7,8,False,97182,False,True,False,2534800813,1,bot
15792031,IHOPKC,ihopkc,"Kansas City, MO",A community partnering in the Great Commission by advancing 24/7 prayer and proclaiming the beauty of Jesus and His glorious return.,125759,310,889,377,False,36725,False,False,False,15792031,1,bot
77920426,Diego Escosteguy,diegoescosteguy,"Rio de Janeiro, Brazil",Jornalista. Contato profissional: diego@mykolab.com. Seja uma fonte: https://t.co/yi5T8lIXRc,233927,1194,1024,371,True,31558,False,False,False,77920426,0,human
158906112,Diego Iglesias,IglesiasDiego,Buenos Aires Argentina,https://t.co/W1zcnqtFZh. Periodista. Conductor de @DiasMetro Sab. de 10 a 13 hs. por @Metro951. Crónicas en @infobae.,126224,2884,603,15105,False,24751,False,False,False,158906112,1,bot
526926393,henny 🥃🤩,chrishaunaxx,In my bag 🎒,she brown like hennessy | sc: chrishaunaxoxo,1966,1788,8,27910,False,107083,False,False,False,526926393,0,human
226646643,We Don’t Deliver Love Notes,ayyo_nik,,just nice with it...,977,779,21,2344,False,63860,False,False,False,226646643,0,human
1433472060,عُمر العمار,3marr_1112,القصيمم . عُنيزهه,سسامحوني اخوتي وذكروني ببب الخير  وللي حاب يتواصل واتس /٠٥٠٠٦٠٣٦٧٨,809,784,0,1159,False,40101,False,True,False,1433472060,1,bot
482622453,د. حيدر اللواتي🇴🇲,DrAl_Lawati,Muscat,اكاديمي وبروفسور ، عميد سابق بجامعة السلطان قابوس، مساحة خاصة اغرد فيها عن الانسانية والوجود والسياسة,533756,160,545,7599,True,38396,False,True,False,482622453,0,human
20332679,Domus,DomusWeb,Milano,Empowering inspirational thinkers. Since 1928.,211695,1454,2755,2315,False,28621,False,False,False,20332679,1,bot
34676280,Garrett,JoblessGarrett,"Seattle, WA","Main: https://t.co/7ErVBgmeSx | 
Fortnite: https://t.co/1dhxCw1gmV | 
RDR2: https://t.co/6bdAWIMUU0",203050,849,168,40513,True,41915,False,False,False,34676280,0,human
326984697,بسيّم,__bassam,,يقولون نصراوي                                             snap: ibassam48,161122,398,660,296,False,21444,False,False,False,326984697,0,human
382258177,Reloading,ReloadingBR,"Brasil, Brazil, BR","Seu podcast semanal sobre os acontecimentos mais importantes do mundo dos videogames 
https://t.co/bQeciPcA9Z
https://t.co/v1biZq030s https://t.co/RniBhZ1PKC",4392,7,35,808,False,3907,False,True,False,382258177,1,bot
1968633367,Çağrı Taner,cagritaner,,İnternette gezerken hoşuna giden komik video ve fotoğrafları paylaşan içinizden birisi.  iletişim;cagritaneriletisim@gmail.com,1809903,290,472,44303,False,22497,False,False,False,1968633367,0,human
55284063,Circuito Éxitos,CircuitoExitos,Venezuela,"Circuito Éxitos... Radio de tendencias que ofrece a sus oyentes “Sonidos en primera fila”. Somos un estilo de vida, lo mejor de todos los mundos.",137438,135,1078,142,False,114093,False,False,False,55284063,1,bot
46476526,"Joyce Knudsen, Ph.D. Change Agent",drjoyce_knudsen,Nashville/Worldwide,Award of Excellence for Education/AICI) International Author/The ImageMaker Inc® #DreamTeam teaching Effective Communication Skills #TrueGiversRevolutiion,801517,724805,5563,1817,False,112946,False,False,False,46476526,1,bot
628267790,Diana,hatuncokiyi,İstanbul / Ataşehir,İletişim hatuncokiyi@hotmail.com,505205,285511,356,41590,False,16855,False,False,False,628267790,0,human
8963312,おさ/スパム関連は質問前に固定ツイ見て,osapon,"Osaka, JAPAN",ぶろるっくhttps://t.co/J3l4KEBjQy を運営しています。最近は分散SNS https://t.co/n99OcrGA7Q に居ます。お知らせなどはそちらを見てください。,1662,695,102,54796,False,88658,False,False,False,8963312,0,human
2225699838,Cami🖤,camiricco,"Rojas, Buenos Aires, Argentina",Instagram: camiricco3,1754,1009,5,47316,False,55835,False,False,False,2225699838,0,human
729101640,Abby💛🌻🐣,AbbyHooven,"San Diego, CA","Orlando, FL ✈️ San Diego, California // US Navy 🇺🇸⚓️💙",855,385,1,20885,False,15432,False,False,False,729101640,0,human
2241611899,Pampa💚,AgusBeux,"Colonia, Uruguay","•Estudiante de Derecho• Géminis hasta las 👐🏻 • La vela, un vino y vos 🐷🐽",1123,599,2,7472,False,73373,False,False,False,2241611899,0,human
147020852,Domenica Saporiti,DomeSprt,,God♥                                                IG domesprt,1077637,1010,1582,322,False,19043,False,False,False,147020852,0,human
859364185,Unguided Sorrow,ChicaCascabel,Ieneka,"Mi vida se resume en mi música.
Si piensas que me vas a conocer por esta mierda, te invito a que te vayas de mi TL.",973,379,32,16642,False,22433,False,False,False,859364185,0,human
710772673,Dr. Ender Saraç,haydrendersarac,Istanbul,"Resmi Dr. Ender Saraç Hesabı; Aile Hekimi, Ayurveda, Akupuntur, Estetik Medikal, İş Yeri Hekimliği Uzmanı.",98574,169,141,4291,False,13505,False,False,False,710772673,1,bot
47132215,Alex Campos,CamposAlex,Colombia - Bogotá,facebook/AMIGOSDEALEXCAMPOS canal oficial de youtube/videosalexcampos instagram: camposalex,1125234,351,3568,839,True,10582,False,False,False,47132215,0,human
555862555,Dahi ALDosari,D_bin_M,,الألقاب ليست سوى وسام للحمقى والرجال العظام ليسوا بحاجة لغير اسمهم- الهلال وريال مدريد هما عشقي 💙 .. انستقرام dahialdosari سناب dahialdosari,83031,77394,20,1318,False,6074,False,True,False,555862555,0,human
1048747987,bolaholicID,BolaholicID,Indonesia,UPDATE INFO SEPAKBOLA • Facebook & Instagram: bolaholic.id,63811,281,63,2129,False,54902,False,False,False,1048747987,0,human
348093624,Amanda ۞,araujjo97,Rio de Janeiro,"Se ame ao ponto de não querer o que te faz mal
 Estudante de Marketing
Snap: araujjo97

      29° EAC",947,713,5,12891,False,51464,False,False,False,348093624,0,human
14423603,Beats by Dre,beatsbydre,,Music the way Post Malone and Swae Lee intended.,973056,1366,2480,5514,True,27058,False,False,False,14423603,0,human
101772207,Boletín Viajes,BoletinViajes,ÜT:,"Noticias sobre viajes y turismo, aerolineas, lineas de cruceros, hoteles, destinos, paquetes turisticos, consejos para viajeros, ofertas, descuentos.",1313683,397078,3124,128,False,75735,False,False,False,101772207,1,bot
18538525,Aditi (hot takes 4 koolkidz),awryaditi,"Mumbai, India",a-blah nari|my nephew/intern tweets for me|blessed to be followed by PM(Paneer Mattar)|parody (of herself) acc.|Unrelateable content| tshirts on @thesouledstore,382832,2941,619,29847,True,104825,False,False,False,18538525,0,human
196467013,東洋大ｯｨ^^ﾉｼ,youflwmeiflwu,東京 文京区,東洋大学のニュースをツイート / 東洋大OB/OGをＲＴ(リツイート) / 東洋大お得情報などをＲＴ  / 東洋大タグをＲＴ / 東洋大生は相互フォロー(フォローしてくれたらフォローし返します) / 東洋大関係アカウントも相互,777,1244,7,92,False,34703,False,False,False,196467013,1,bot
950391445,➰ أبومالك .,majed6617,في أرض الله الواسعة. ,‏‏‏‏‏‏‏‏‏‏‏● ‏اللهم إني أسألك الأنس بقربك اللهم دبر لي فأني لا أحسن التدبير .,993,1146,2,14721,False,47540,False,True,False,950391445,1,bot
918346674,Story in Pictures,ClassicPict,DM to get tweets removed ,"Conspiracy, Mysteries, Life Hacks, Facts & Truth to change your views about the world • Posts may be controversial. | We do not claim the rights to the pictures",1088241,356,2379,206,False,5146,False,False,False,918346674,0,human
391432644,💛♥️ Hakan Şükür 💛♥️,hakansukur,İstanbul-Sakarya - Türkiye,"""İnsanlara öyle aldatıcı yıllar gelecek ki,yalancılar doğrulanacak,doğru sözler de yalanlanacaktır.Hainlere güvenilecek,güvenilirler de ihanetle suçlanacak""SAV",730622,399,1015,11489,True,24272,False,False,False,391432644,0,human
252828803,코카-콜라 코리아,CocaCola_Korea,,"한국 코카-콜라(Coca-Cola Korea Company) 공식 기업 트위터입니다. 1886년부터 함께해온 코카-콜라 히스토리부터 매일매일 톡톡튀는 코카-콜라 소식까지, 코코가 발빠르게 전해드립니다! 2012 인터넷 에코 어워드 브랜드 분야 대상 수상
#코카콜라",130219,94421,529,2771,True,454291,False,False,False,252828803,1,bot
377341555,เนยจะอยู่,BuT39TeR,"Thailand, Surat Thani","always here , อยากกอดเก้าคน , น้องเค้ก , เจนลิซ , #jenrene #minayeon #พิชมดาวิเขมิ .",937,989,7,17565,False,147132,False,False,False,377341555,1,bot
194394147,Eugenia Tobal,eugtobaloficial,,"Eugenia Tobal, Actriz Arg https://t.co/etZ922sorJ No pretendo imitar a l Naturaleza.Intento encontrar los principios q ella emplea.",966860,533,970,15748,True,26669,False,False,False,194394147,0,human
1288442766,Ariana Grande,iArianaGrande4u,Honeymoon ave.,"Live, Love, Laugh and enjoy each moment of your life. ღ.  ♥Parody Account♥ (Promotion Business/ Content Removal requests contact: publicizing@outlook.com)",203807,171844,162,48,False,156412,False,False,False,1288442766,1,bot
129112241,ビッグバン BIGBANG TV!,BIGBANG5TV,日本 東京都,日本語ツイートも上げます。 たくさんフォローをお願いします We tweet about BIG BANG and their video. It’s BIGBANG TV.,96906,1917,265,99,False,64674,False,False,False,129112241,1,bot
47281118,عبدالرحمن اللاحم,allahim,"Riyadh, Saudi Arabia ",محام و كاتب سعودي ... سنابي (a_allahim) ٠٠٩٦٦١١٤٦٢٢٨٨٨,185352,532,811,474,True,58617,False,False,False,47281118,0,human
1367531,Fox News,FoxNews,U.S.A.,"America’s Strongest Primetime Lineup Anywhere! Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos.",18578849,398,65488,0,True,418058,False,False,False,1367531,1,bot
757303975,Chelsea Clinton,ChelseaClinton,"New York, NY","Mom of Charlotte & Aidan, Married to Marc, Advocate, Author, Teacher, @ClintonFdn & @CHAI_health & @HealthierGen, New Yorker",2426157,603,9847,19017,True,12217,False,False,False,757303975,0,human
2976581543,Cisl Lazio,Cisl_Lazio,,,2528,1847,32,2337,False,6409,False,False,False,2976581543,0,human
622143,BBC Wales 🏴󠁧󠁢󠁷󠁬󠁳󠁿,BBCWales,🏴󠁧󠁢󠁷󠁬󠁳󠁿,"The best of the @BBC, #MadeInWales • Cymraeg » @BBCCymruFyw • Corporate » @BBCWalesPress • https://t.co/puHwv08WGk • https://t.co/JCMcDC6eeg",176975,230,1122,10641,True,140632,False,False,False,622143,1,bot
221839043,Melissa,BlazingRoselia,By the Palm trees ,"Aspiring VA, Anime Lover & Gamer If it's just a game at least be brave enough to run towards the guns & die! -Sinon #SwordArtOnlinell boyfriend @dude_mysterious",1678,2294,93,125232,False,162675,False,False,False,221839043,0,human
80424488,c,_amora,SP,"não acho que quem ganhar ou quem perder nem quem ganhar nem perder vai ganhar ou perder vai todo mundo perder


♓️  🏐  🇧🇷",1244,236,22,906,False,102345,False,False,False,80424488,0,human
231354142,B.M.G @buddamack,BMGbuddamack,"Oakland, CA","https://t.co/M42oxGLxMq For Booking: Inquiries, Performances or Appearances. CONTACT: admin@baymusikrecords.com",39828,2762,35,10237,False,5290,False,False,False,231354142,0,human
73650794,Eat*Sleep*Run,cherly_u_jest,"Florida, USA","Running, coffee, Disney, dogs, kindness, knitting, books, food, travel and sarcasm. Apparently I love running through the summer heat to train for fall races.",1350,1944,175,66355,False,52266,False,False,False,73650794,0,human
453510918,Country Words,Country_Words,USA,The original country lyric page! Revolutionizing the way lyrics are viewed in country music... CountryWords@yahoo.com,981705,794,880,735,False,59076,False,True,False,453510918,1,bot
200570353,Jaime Maussan,jaimemaussan1,,"Periodista investigador desde el 13 de noviembre de 1970

Actual director de @tercermilenio",130470,93,924,380,False,18846,False,True,False,200570353,1,bot
1151660538,Sludge Factory,Barbarasanchezs,Venezuela,,916,454,29,6121,False,49440,False,False,False,1151660538,0,human
362284562,Alex Chance,AlexChancexxx,Sin City,🦄Porn Star🌈 alexchancexxx@gmail.com Spoil: https://t.co/iUotdHb644 https://t.co/TINfNdjcTZ SnapChat: @lovealexchance https://t.co/2X7jxRNK2M,162489,4940,878,47740,True,79636,False,False,False,362284562,0,human
274251944,Cameen,Cameen23,"New England, Brooklyn-NY","New England Music Awards Top five Artist Of The Year Nominee, Hollywood Producer's Choice for Soul Artist of the yr & recipient of a ST.JUDE participation award",48561,16802,56,4425,False,6917,False,False,False,274251944,0,human
2363987964,ali_abuibrahim,ali_abuibrahim,جدة,اذا الإيمان ضاع فلا أمان .. ولا دنيا لمن لم يحيِ دينا,596,441,1,1985,False,27299,False,False,False,2363987964,1,bot
106903512,CASSIANE,CASSIANECANTORA,BRASIL,"Mulher,amiga,filha,esposa de @jairomanhaes ,mãe de Jay ,Caio & Joshua & serva de Deus muito feliz e realizada!! Sou simples como meu Jesus!!",1127741,429,2358,108,True,30737,False,False,False,106903512,0,human
1697531264,Georges Monfils Official,GeorgesMonfils,"California, USA","Contemporary artist, in NYC as a teen, became immersed in the 'Factory' movement and his self-titled 'Nouveau Pop"" art style was born.",202131,218,95,9390,False,12281,False,False,False,1697531264,0,human
2358642654,動くから塗りにくいww,ugoku_nurie_,,動くから塗りにくい絵の紹介ボット。,653,0,7,0,False,51206,False,True,False,2358642654,1,bot
5763262,Kara Swisher,karaswisher,San Francisco,Grumpy lady of tech,1280304,1676,14982,43608,True,113418,False,False,False,5763262,0,human
2351661019,Taiwan Agent,Taiwan_Agent,,"taiwan, Taipei, Formosa, East Asia, Taiwanese, KMT, Taichung",982,1723,132,0,False,62829,False,True,False,2351661019,1,bot
33612908,AKA,akaworldwide,,https://t.co/PBx6vOAxTt,3626000,7,1688,168,True,1076,False,False,False,33612908,0,human
31016461,Le Journal de Québec,JdeQuebec,"Québec, Canada","En tout temps, soyez au fait de l’actualité de votre région. Le Journal de Québec, le quotidien numéro 1 à Québec et dans l'Est-du-Québec.",166751,1969,1256,22,True,133717,False,False,False,31016461,1,bot
2744574160,Rahime Badem,BademRahime,,Üstüm başım yara bere.,393,156,0,1854,False,469,False,True,False,2744574160,0,human
2826913680,MatiFernandizta14®,carlitrooCC3,,"15 de octubre 2013 le di un beso a Mat14s ❤
11.07, V❤",1155,102,16,9290,False,62904,False,False,False,2826913680,0,human
47107785,BIGGA RANKIN,BiggaRankin00,FLA/ATL,"A&R (TiG) ThinkitsaGame...#MIXTAPEZ hostin/Event Hostin,intros, call now 770-363-0748 or email Bookbigga@gmail.com",108098,1772,641,100,False,119510,False,False,False,47107785,1,bot
18678924,Jonathan Martin,jmartNYT,"The 703, 202, 504 or on the road","Nat'l Political Correspondent, NY Times. Husband of the incomparable @bfischermartin. Email: https://t.co/YoeNWfXIdo",244232,6805,5326,8512,True,128048,False,False,False,18678924,1,bot
132330417,﷽,IslamicThinking,UK,﷽ If we learn one new thing about our deen everyday we open our minds to a better day :) | Snapchat: Islamic.Snaps | Enquiries: islamicthinking@hotmail.co.uk,1594290,92,3136,352,False,9346,False,False,False,132330417,1,bot
3800348718,AKIO,AKIO3JSB,,感謝の気持ちを忘れずこれからも頑張ります！ 元ゆず2018メンバー。No.1792。 今年の目標は紅白でゆずと2018人の皆さんと一緒にうたエールを全国に届けたい！エキストラに参加などしたりしてます。AAA、TWICE、LDH、ジャニーズ全般、三浦大知が大好き！,2343,3968,11,8154,False,15026,False,True,False,3800348718,0,human
604842260,Laney 🎄,Bballin_Laney42,,Isaiah 41:10 ✞ || { faith over fear } radford university wbb #42 🏀 • find your confidence in Christ •,1218,550,1,7227,False,17346,False,False,False,604842260,0,human
2844734828,القايدي,a_s8588,المملكة العربية السعودية جدة,إن كآن حظك مآ فرش لكك وغطآك لآترتجئ من حظ غيرك يغطيكك,120161,139253,68,32,False,22776,False,True,False,2844734828,0,human
395725333,〽️amanucyy🤞🏾💙,BlaqueeStallion,Jeanerette,,1219,1097,1,459,False,38806,False,False,False,395725333,0,human
2491508162,ル    リ,24TRIBE_3951,日本 北海道,"☀️￤田崎敬浩￤今市隆二￤数原龍友￤小森隼￤☀️ LDHfanさん繋がろう。気軽にﾌｫﾛｰ&ﾘﾌﾟしてね。EXILETRIBEが1番☺︎︎ Love,Dream&Happiness",866,1597,8,9392,False,13320,False,True,False,2491508162,1,bot
142980929,C4 Paralympics,C4Paralympics,,Official account for Channel 4's coverage of Paralympic sport.,129242,866,775,5837,True,25449,False,False,False,142980929,0,human
276360590,Manu Viale,china_viale,,"ACTRIZ, Geminiana potenciada instagram: @manuvialeok snapchat:chinaviale. @media_pilaok 2017 COMING SOON. Mis perras son todo lo que está bien 🐶🐶",100139,611,119,2931,False,4333,False,False,False,276360590,0,human
804835993,ابــو عــزام الثقفي,abu_azam19,مكة المكرمة,🌴⭕ سبحان الله وبحمده سبحان الله العظيم ⭕🌴🍃🌴عابرُون في هذه الدّنيا سنمضِي يومًا تاركين كل شَيء خلفنا .. ربي اختمْ حياتنا بعمل صَالح نلقاك بِه🌴,104922,104391,42,612,False,11434,False,True,False,804835993,0,human
456723411,Литература,literabook,,"Самое интересное, что есть на земле - это человек. По всем вопросам adv.dimaruru@gmail.com",2209692,24,1054,0,False,37043,False,True,False,456723411,0,human
737927700,Hilton Ariel Ruiz,hiltonarielruiz,"New York, NY",Director/Creator of @ZombieWaShotgun and @6666_theseries and Sci-Fi Graphic novel @AM_GraphicNovel #horror #supportindiefilm #comics #zombies #filmmaker,257493,273670,858,25492,False,22653,False,True,False,737927700,1,bot
29820945,24sata,24sata_HR,"Zagreb, Croatia",dnevna doza tweetova s našeg portala,165296,1842,304,1225,True,128798,False,False,False,29820945,1,bot
46291977,Nefu,NefuDaBoss,,"CEO of @TuneHype Daytrader, CryptoTrader, Option Trader, Traveler, Brand Mgmt, Music Mentor https://t.co/164j8lu6un",520171,117287,897,42644,True,3808,False,False,False,46291977,0,human
2727195089,Barbara 🐳,BaahMaarques20,,♡,1875,125,3,7769,False,41403,False,True,False,2727195089,0,human
14282169,Billy Hallowell,BillyHallowell,"New York City, New York","Christian, husband, dad, author. @PureFlix comms guy. Bylines: WaPo, Faithwire, TheBlaze. My book: https://t.co/CyCqjhz52C. Views expressed here are my own.",104452,34960,2672,26398,True,81809,False,False,False,14282169,0,human
247977754,Bianca 🌴,biancabizb_,"Arauco, Chile",18  •  🐾💘,1285,944,7,5568,False,39747,False,False,False,247977754,0,human
334921284,Félix de Bedout,fdbedout,"Miami, FL","Periodista, presentador del Noticiero Univision Fin de Semana. WRadio Colombia. @fdbedout en Instagram.",1976948,582,2953,125,True,27342,False,False,False,334921284,0,human
101258547,Envíos de USA a Vzla,DMZenvios,Miami fl,Empresa dedicada al manejo de envíos #aéreos y #marítimos desde USA a Venezuela (212) 7719286 /  +1-786-355-1622 Correo: dmzenvios@gmail.com,84101,69240,93,2851,False,28565,False,False,False,101258547,1,bot
63604508,Bec,beccalynann,"Murrells Inlet, SC",Jersey Native•Coastal Carolina University Alumni•Special Educator,1123,1090,8,23631,False,27342,False,False,False,63604508,0,human
9983602,コピペ運動会,copipe,インターネットの海,2007年スタートの「コピペ運動会」という主に2chのコピペ投稿サイトのアカウント。自動で人気ツイートを投稿してるbotではないです。当サイトに投稿された新着情報や短いネタを呟きます。管理人とかもちょいちょい呟くよ。,76772,55414,634,699,False,121448,False,True,False,9983602,1,bot
391826877,﮼رتويت﮼السعوديه 1M🇸🇦,6ar7k,Kik: 6ar7k + BBM: DDDDDDH,خبيرأيفون ايباد أيفون برامج السيديا والجلبريك+ https://t.co/dkMrZbe0lu BBM DDDDDDH  LINE: S3udi  https://t.co/MFo15RQvjh,1226941,1063169,5532,449,False,5503,False,False,False,391826877,0,human
288948026,Chelsea Gill,Chels_gill,,Be the change; Shine your light; Love where you are • CUWSA • IX • Romans 15:20-21 •,995,736,0,1678,False,12085,False,True,False,288948026,0,human
3082647453,Ronaldo's Money,DinheiRonaldo,The Bank,I am the Automat€d Ronaldo's Mon€y Bot.,965,96,15,0,False,1346492,False,True,False,3082647453,1,bot
2773297820,khalid rafiq,khalidrafiq138,Pakistan,"all about #Pakistan #India

http://t.co/pPN1gDtlIb",1020,0,107,0,False,2113176,False,True,False,2773297820,1,bot
2193607094,Chill Vibes,ChiIIVlbes,,"Sincerely, nothing but chill vibes. ☮ ☯ Submit/Contact: ChillVibesTweets@gmail.com",1484727,21,1617,2,False,34960,False,False,False,2193607094,1,bot
790680,BBC News Brasil,bbcbrasil,"Londres, GB, e São Paulo, BR",Twitter oficial da BBC Brasil. Aqui você encontra o melhor do nosso conteúdo e participa de um diálogo global. Junte-se a nós!,2090741,906,7342,398,True,171379,False,False,False,790680,1,bot
225731980,iis dahlia,iis_dahlia,Indonesia,Mothers who care to families who can sing★ CPElsih:+628174955755 or @Beduumbara IG IsdaDahlia ❤️❤️ MyOfficial App ❤️❤️,1179026,258,1217,106,True,26725,False,False,False,225731980,0,human
41077970,DECC,DECCgovuk,"London, UK","Account of the former Dept of Energy & Climate Change. Please follow the Department for Business, Energy & Industrial Strategy @beisgovuk",86239,4838,2258,15,True,8162,False,False,False,41077970,1,bot
3348071480,🍎あかこ🍏,akakoseizin,,,1061,990,19,36621,False,28968,False,False,False,3348071480,1,bot
63320347,ヨッチ,STiSG5,ちーばくん( ´ ▽ ` )ﾉ,ストレイテナー/the HIÄTUS/NCIS/THE BACK HORN/Ken Yokoyama/MONOEYES/HAWAIIAN6/Superfly(SC会員)/etc Punk Rock好き40代♂ NEXT Live 1/19/ストレイテナー/幕張,1069,1062,23,7359,False,126685,False,False,False,63320347,1,bot
44554692,La Jornada Impresa,LaJornada,,Twitter oficial de la versión impresa del diario.  Siga también a @LaJornadaOnline para noticias de última hora.,1181359,13,4980,26,False,189602,False,False,False,44554692,1,bot
3317108412,سعد التويجري,b2_xv,,,938,3059,1,1843,False,2809,False,True,False,3317108412,0,human
2804332173,So Baked,IAmSoBaked,TURN MY NOTIFICATIONS ON,Tha High Life.,97781,11855,217,7797,False,71,False,False,False,2804332173,1,bot
420219280,Leya Montana,AleyaWhaaatt,Austin Texas,I really been itching to go tf off.,1205,836,11,46389,False,83542,False,False,False,420219280,0,human
955529995,cass,Cassidy_Coletti,,Fl | 19 | Pharmacy💊,1119,798,0,16114,False,15276,False,False,False,955529995,0,human
1853693322,AGNEZMO FAN BASE,agnezmo_crew,WORLD,"We are Agnes Crew | DREAM, believe, and make it happen!",1092,17,5,1,False,79482,False,False,False,1853693322,1,bot
317114365,Dove Cameron,DoveCameron,Probably my kitchen,crazy crazy baby baby,1445659,2305,2623,16862,True,15782,False,False,False,317114365,0,human
18944209,"VandeVelde,Christian",ChristianVDV,Chicago,,114050,400,5151,7775,True,2940,False,False,False,18944209,0,human
1614247400,Box Azteca,BoxAzteca7,México,¡Somos #LaCasaDelBoxeo en México! ¡Cada sábado #HayTiro por @AztecaSiete!,154670,58,421,1893,True,37281,False,False,False,1614247400,0,human
35293850,Susan Shumsky,AwakenToGod,,"Best-selling author of 11 books, foremost spirituality expert, pioneer in self-development field, highly-acclaimed professional speaker, Doctor of Divinity",110861,98945,1776,2,False,196623,False,False,False,35293850,1,bot
110403465,arda turkmen,arda_turkmen,,"Kim ne derse desin, #mutfaginizdasefsizsiniz ...",109454,434,161,34,True,29141,False,False,False,110403465,0,human
46578464,Dj Giann Live,djgiann,"ÜT: 10.5835572,-66.9618441","Giann Live - Live Music- info djgiannmusic@gmail.com
Instagram- DjGiannLive
Facebook- GiannLive
Tel.787-420-6165 
Dj Giann",92586,1813,359,235,False,80,False,False,False,46578464,0,human
3888664280,Chinhurel,chinhuush,,Чи битгий хуц,1017,1260,0,988,False,2642,False,True,False,3888664280,0,human
65773523,Kyle Richards,KyleRichards,Beverly Hills,"Mom of 4 , wife , animal lover , actress , author , A Real Housewife Of Beverly Hills , TV producer ,  United Talent Agency #AmericanWomanTV #RHOBH",1228718,500,3724,1338,True,38800,False,False,False,65773523,0,human
147032692,Dato Femenino,DatoFemenino,Guatemala,"Todo lo que necesita la mujer de hoy, activa, exitosa, en forma, sana y única.— Contacto: publicidad@datofemenino.com",959380,123,812,13,False,5897,False,False,False,147032692,0,human
