id,name,screen_name,location,description,followers_count,friends_count,listed_count,favourites_count,verified,statuses_count,protected,default_profile,default_profile_image,user_id,target,raw_label,followers_friends_ratio,favourites_statuses_ratio,statuses_followers_ratio,description_length,username_length,username_digit_count,username_digit_ratio,fullname_length,fullname_word_count,name_equals_username,followers_count_transformed,friends_count_transformed,favourites_count_transformed,clean_desc,clean_name,clean_screen_name,combined_text
788792041,H&M Chile,hmchile,,Moda y calidad al mejor precio de una manera sostenible.,174593,351,86,412,1,4263,0,0,0,788792041,0,human,496.0056818181818,0.09685741088180112,0.024422374193844004,56,7,0,0.0,9,2,0,5.242029314904115,2.546542663478131,2.615950051656401,moda y calidad al mejor precio de una manera sostenible,h m chile,hmchile,moda y calidad al mejor precio de una manera sostenible h m chile hmchile
16330902,Anurag Harsh,anuragharsh,"New York, NY","Digital, Automation & AI Guru, LinkedIn Top Voices #1 in Tech, Author of 7 Books, Alum of @Wharton & @MIT",17798,150,53,308,0,1753,0,0,0,16330902,0,human,117.87417218543047,0.17616875712656785,0.09854486207090286,105,11,0,0.0,12,2,0,4.250395603057116,2.1789769472931693,2.4899584794248346,digital automation ai guru linkedin top voices 1 in tech author of 7 books alum of wharton mit,anurag harsh,anuragharsh,digital automation ai guru linkedin top voices 1 in tech author of 7 books alum of wharton mit anurag harsh anuragharsh
1373388738,un tal albo,David02sosa,🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟,"#CampeonInvicto
#42PartidosInvictos
#AlianzaHistórico
#ComoNoTeVoyAQuerer
#Soy13icampeón 
#6⃣0⃣",1877,926,5,27540,0,61144,0,0,0,1373388738,0,human,2.0258899676375406,0.4504211301005806,32.55857294994675,95,11,2,0.18181818181818182,11,3,0,3.273695587930092,2.967079734144497,4.439979705223639,campeoninvicto 42partidosinvictos alianzahist rico comonotevoyaquerer soy13icampe n 6 0,un tal albo,david02sosa,campeoninvicto 42partidosinvictos alianzahist rico comonotevoyaquerer soy13icampe n 6 0 un tal albo david02sosa
2868926868,✨Kayla w/ A C✨,alohacayy,"Louisiana, USA",BrittanyG.Seymour💜,1698,708,6,3873,0,18403,0,1,0,2868926868,0,human,2.396332863187588,0.21049771788741578,10.83225426721601,18,9,0,0.0,14,4,0,3.230193378869046,2.8506462351830666,3.5881596163830918,brittanyg seymour,kayla w a c,alohacayy,brittanyg seymour kayla w a c alohacayy
83291674,AAN Afghanistan,AANafgh,Kabul,Afghanistan Analysts Network (AAN): independent Kabul-based policy research organisation - retweet does not imply endorsement,139198,253,731,303,0,13705,0,0,0,83291674,0,human,548.0275590551181,0.02218006712388735,0.09846335102982062,125,7,0,0.0,15,2,0,5.143636115331714,2.404833716619938,2.482873583608754,afghanistan analysts network aan independent kabul based policy research organisation retweet does not imply endorsement,aan afghanistan,aanafgh,afghanistan analysts network aan independent kabul based policy research organisation retweet does not imply endorsement aan afghanistan aanafgh
188615551,CHIEF,dav_dash,In Gods Arms ,"Father of LaciHyatt , KING DAVIN HYATT rip9/27/13-11/3/13 & LINCOLN BIUTIFUL HYATT ....I JUS WANT 2 PROVIDE 4 MY SEEDS A LIFE BETTER THAN MINES #FatherHoodGang",944,1133,28,338,0,38726,0,0,0,188615551,0,human,0.8333333333333334,0.00875358277170966,40.98095238095238,159,8,0,0.0,5,1,0,2.975431808509263,3.0546130545568877,2.530199698203082,father of lacihyatt king davin hyatt rip9 27 13 11 3 13 lincoln biutiful hyatt i jus want 2 provide 4 my seeds a life better than mines fatherhoodgang,chief,dav dash,father of lacihyatt king davin hyatt rip9 27 13 11 3 13 lincoln biutiful hyatt i jus want 2 provide 4 my seeds a life better than mines fatherhoodgang chief dav dash
13862172,Jacob Appelbaum,ioerror,The Village; Be Seeing You!,Ethics enthusiast &&  الحب و الحياة في وقت قصير && cast iron club,92989,3435,3895,10675,0,68596,0,0,0,13862172,1,bot,27.063445867287545,0.1556336282927825,0.7376814711259275,65,7,0,0.0,15,2,0,4.968436247711705,3.5360531551592045,4.02840856511547,ethics enthusiast cast iron club,jacob appelbaum,ioerror,ethics enthusiast cast iron club jacob appelbaum ioerror
4411292416,شموخي مذوبهم Ⓜ,maha9329,"New York, USA",follow ☝☝ unfollow ❎❌ ---------- 🔳 m.ahawi1👻( حساب راقي),1592,0,1,117,0,29747,0,0,0,4411292416,1,bot,1593.0,0.003966653220384564,18.674199623352166,56,8,4,0.5,14,3,0,3.2022157758011316,0.0,2.0718820073061255,follow unfollow m ahawi1,,maha9329,follow unfollow m ahawi1  maha9329
186101324,د. جاسم المطوع,drjasem,Kuwait,‏‏‏‏‏الأمن الاجتماعي، الحب، الخطبة، الزواج ، السعادة الأسرية، المراهقة، التربية.. مفاهيم متعددة نغرد بها معكم ونستمتع بألحانكم :: +966504658654,1766414,78,3113,172,0,32205,0,1,0,186101324,1,bot,22359.683544303796,0.005371669875178538,0.018232408578957946,143,7,0,0.0,14,3,0,6.247092743996098,1.8976270912904414,2.2380461031287955,966504658654,,drjasem,966504658654  drjasem
18775482,Jessica Drown ⚓️,JessicaDrown,"Raleigh, NC",Daughter of Christ • Finance Manager •,161378,74431,735,98429,0,28293,0,0,0,18775482,0,human,2.1681400472914873,3.4788294338022197,0.1753264055422329,38,12,0,0.0,16,3,0,5.207847019992669,4.871759688712336,4.99312748510571,daughter of christ finance manager,jessica drown,jessicadrown,daughter of christ finance manager jessica drown jessicadrown
397493417,أحمد المرزوقي,abualia77,"دبي, الامارات العربية المتحدة","‏‏‏‏‏موظف حكومي | هاوي كتابة القصص والمقالات والخواطر | ‎#الوصل بدمي 💛

أعشق تراب الإمارات..اللهم احفظ دولة الإمارات وحكامها",936763,616783,575,5325,0,38151,0,1,0,397493417,0,human,1.5187877765960207,0.13959949674984273,0.04072744042256107,124,9,2,0.2222222222222222,13,2,0,5.971630192374122,5.790133099151464,3.7264011621029223,,,abualia77,abualia77
14216123,Jim Cramer,jimcramer,New York City,I am founder of @TheStreet & I run charitable trust portfolio https://t.co/0UYF2Lp5X6. I also host @MadMoneyOnCNBC & blog daily on https://t.co/sGTJX6YxFA. Booyah!,1100952,558,12356,13068,1,92597,0,0,0,14216123,0,human,1969.5044722719142,0.14113695760167605,0.08410713263872299,163,9,0,0.0,10,2,0,6.041768779211227,2.747411807886423,4.116242357963335,i am founder of thestreet i run charitable trust portfolio i also host madmoneyoncnbc blog daily on booyah,jim cramer,jimcramer,i am founder of thestreet i run charitable trust portfolio i also host madmoneyoncnbc blog daily on booyah jim cramer jimcramer
2968601413,Only Nash Aguas,AeignZackreyGFs,Nash Aguas Protection Squad,We're the OFFICIAL Aeign Zackrey Nash Victoriano Aguas GIRLFRIENDS ❤ Created only for NASHIES & NASH | Infinity love for our loves @AguasNash01 ➰,1187,140,1,3258,0,11308,0,0,0,2968601413,0,human,8.425531914893616,0.28817755769740916,9.51936026936027,145,15,0,0.0,15,3,0,3.074816440645175,2.1492191126553797,3.513084360465144,we re the official aeign zackrey nash victoriano aguas girlfriends created only for nashies nash infinity love for our loves aguasnash01,only nash aguas,aeignzackreygfs,we re the official aeign zackrey nash victoriano aguas girlfriends created only for nashies nash infinity love for our loves aguasnash01 only nash aguas aeignzackreygfs
54260419,Andy Biersack,andyblack,,The Ghost of Ohio,955914,743,4464,247,1,12916,0,0,0,54260419,0,human,1284.8319892473119,0.019199504528915383,0.013512707719828645,17,9,0,0.0,13,2,0,5.980419276510246,2.8715729355458786,2.3944516808262164,the ghost of ohio,andy biersack,andyblack,the ghost of ohio andy biersack andyblack
17187236,12 News,12News,"Arizona, USA","#Arizona's team for #breakingnews, #traffic, #weather, #sports and more. News tip? 602-444-1212 or connect@12news.com. A TEGNA company.",205295,12018,1693,15955,1,342693,0,0,0,17187236,1,bot,17.080955154338962,0.04656048836571402,1.66926778894864,135,6,2,0.3333333333333333,7,2,0,5.312380487632399,4.079868335175173,4.202924027637802,arizona s team for breakingnews traffic weather sports and more news tip 602 444 1212 or connect 12news com a tegna company,12 news,12news,arizona s team for breakingnews traffic weather sports and more news tip 602 444 1212 or connect 12news com a tegna company 12 news 12news
893613222,吉田四郎,bowwell5062,,はじめまして、吉田四郎と申します。趣味は旅行、お酒、食べ歩きです。ほとんどそれらをしてすごしています。その秘密はブログで公開中です。,786,1118,2,0,0,54223,0,1,0,893613222,1,bot,0.7033065236818588,1.8442018294482148e-05,68.89961880559085,66,11,4,0.36363636363636365,4,1,0,2.8959747323590648,3.04883008652835,0.0,,,bowwell5062,bowwell5062
76070341,Bruno Rezende,brunorezende1,Rio de Janeiro ,"Atleta , matando um leão por dia! Leal aos meus principios e meus amigos e minha familia! 
Contato : bruninho1@alessandramenga.com.br",1015728,398,1554,161,1,10639,0,0,0,76070341,0,human,2545.68671679198,0.015225563909774436,0.0104752350282408,133,13,1,0.07692307692307693,13,2,0,6.006777852137117,2.6009728956867484,2.2095150145426308,atleta matando um le o por dia leal aos meus principios e meus amigos e minha familia contato bruninho1 alessandramenga com br,bruno rezende,brunorezende1,atleta matando um le o por dia leal aos meus principios e meus amigos e minha familia contato bruninho1 alessandramenga com br bruno rezende brunorezende1
2408474918,PizzaRocknRollpku,rocknrollpizza2,pekanbaru,"Pizza,Burger,spaghetti,milkshake | jln hangtuah ujung depan jln pemuda (kulim),lengkapnya disebelah resto kubang.pekanbaru | hp : 0823-9024-7772",995,706,5,23,0,90926,0,0,0,2408474918,1,bot,1.4087694483734088,0.000263948002243558,91.2921686746988,144,15,1,0.06666666666666667,17,1,0,2.998259338423699,2.8494194137968996,1.380211241711606,pizza burger spaghetti milkshake jln hangtuah ujung depan jln pemuda kulim lengkapnya disebelah resto kubang pekanbaru hp 0823 9024 7772,pizzarocknrollpku,rocknrollpizza2,pizza burger spaghetti milkshake jln hangtuah ujung depan jln pemuda kulim lengkapnya disebelah resto kubang pekanbaru hp 0823 9024 7772 pizzarocknrollpku rocknrollpizza2
336186680,Diario Futbol ⚽️,DiarioFutbol_mx,México,Cambiando la forma de vivir el fútbol. 📧somosdiariofutbol@gmail.com,898619,90468,1332,3377,0,6120,0,0,0,336186680,0,human,9.932905194044368,0.5518706093775527,0.0068115554962052925,67,15,0,0.0,16,3,0,5.953576080173965,4.956499789864812,3.5286596452349897,cambiando la forma de vivir el f tbol somosdiariofutbol gmail com,diario futbol,diariofutbol mx,cambiando la forma de vivir el f tbol somosdiariofutbol gmail com diario futbol diariofutbol mx
401827209,Kathryn ♡ Daniel,babyELRlCK,,"A fan account dedicated to the Queen and King of Hearts, Kathryn Bernardo and Daniel Padilla, since 111030. Spread the love with us! ♡",90584,84,35,4436,0,64794,0,0,0,401827209,0,human,1065.7058823529412,0.06847750598039973,0.7152950267704367,134,10,0,0.0,16,3,0,4.957056288663998,1.9294189257142929,3.647089428716555,a fan account dedicated to the queen and king of hearts kathryn bernardo and daniel padilla since 111030 spread the love with us,kathryn daniel,babyelrlck,a fan account dedicated to the queen and king of hearts kathryn bernardo and daniel padilla since 111030 spread the love with us kathryn daniel babyelrlck
17076218,New York Jets,nyjets,New York,"The official Twitter account of the New York Jets. One team, one goal. #1T1G",1214678,12026,7904,2007,1,58276,0,0,0,17076218,0,human,100.99600897979546,0.03445613192168437,0.04797728453360929,76,6,0,0.0,13,3,0,6.084461523244924,4.0801573109701845,3.3027637084729817,the official twitter account of the new york jets one team one goal 1t1g,new york jets,nyjets,the official twitter account of the new york jets one team one goal 1t1g new york jets nyjets
18633022,astridfontenelle,astridfontenell,brasil,"Jornalista, apresentadora, mãe do Gabriel! Riponga. Mas amo Chanel! Espirituosa! E de muita FÉ! || contato@noplanb.ag",1151407,1060,2965,14658,1,41078,0,0,0,18633022,0,human,1085.2101790763431,0.356848998271623,0.035677188277309174,117,15,0,0.0,16,1,0,6.061229242614152,3.025715383901341,4.166104344841616,jornalista apresentadora m e do gabriel riponga mas amo chanel espirituosa e de muita f contato noplanb ag,astridfontenelle,astridfontenell,jornalista apresentadora m e do gabriel riponga mas amo chanel espirituosa e de muita f contato noplanb ag astridfontenelle astridfontenell
448529505,夜雨,y66m83h11,,やっとこさ社会にでました成人済。とうらぶゆるゆると。Dグレ/銀魂/うたプリ/ハイキュー/青春×機関銃etc… ついプロはお取り引きについて簡単に。と自分についておまけ。 nanaやってますん。https://t.co/8Iptr9NjOh,840,831,19,7865,0,160163,0,1,0,448529505,1,bot,1.0108173076923077,0.04911216003596314,190.4447086801427,119,9,6,0.6666666666666666,2,1,0,2.924795995797912,2.920123326290724,3.895753942073728,d etc nana,,y66m83h11,d etc nana  y66m83h11
3801362175,笑ってしまう動画,gerapogera,,,1077,1444,2,3,0,10923,0,0,0,3801362175,1,bot,0.7460207612456747,0.0003661662394727206,10.133580705009276,0,10,0,0.0,8,1,0,3.03261876085072,3.1598678470925665,0.6020599913279624,,,gerapogera,gerapogera
39321874,24h,24h_tve,,"Sigue la información al minuto en el @24h_tve y en https://t.co/RPKbiPhgmz

▪Facebook:
https://t.co/Qxjs7b5WSY
▪Telegram: https://t.co/8HhCbc82C6",1305498,748,7971,2145,1,237557,0,0,0,39321874,1,bot,1742.9893190921227,0.009033583377533065,0.18196720181325302,145,7,2,0.2857142857142857,3,1,0,6.115776543493587,2.8744818176994666,3.3316297176299323,sigue la informaci n al minuto en el 24h tve y en facebook telegram,24h,24h tve,sigue la informaci n al minuto en el 24h tve y en facebook telegram 24h 24h tve
291922856,𝑩𝑨𝑯𝑹𝑨𝑰𝑵𝑫𝑶𝑪𝑻𝑶𝑹,BAHRAINDOCTOR,Bahrain,"- الجنود عبر التاريخ .. كـ ""الحبر"" على الصفحات لا يُكتب عنهم .. ولكن لم يكن ليُكتب شيئاً بدونهم",144745,2011,342,625,0,77633,0,0,0,291922856,0,human,71.941351888668,0.008063477342401525,0.5363464275351305,95,13,0,0.0,13,1,0,5.160606571004444,3.30362797638389,2.7965743332104296,,,bahraindoctor,bahraindoctor
12815132,el mostrador,elmostrador,Chile,El primer medio digital de Chile,1575754,136,5827,1683,1,198692,0,0,0,12815132,1,bot,11501.861313868612,0.008475386651769312,0.12609384073031657,32,11,0,0.0,12,2,0,6.19748869385189,2.1367205671564067,3.226342087163631,el primer medio digital de chile,el mostrador,elmostrador,el primer medio digital de chile el mostrador elmostrador
845360182607589376,️,brojobs,,,4,46,0,7,0,1,0,1,0,845360182607589376,0,human,0.10638297872340426,4.0,0.4,0,7,0,0.0,1,1,0,0.6989700043360189,1.6720978579357175,0.9030899869919435,,,brojobs,brojobs
619465123,Actualisimo,actualisimo,Latinoamerica,"Cubrimos lo que es noticia en América y el resto del mundo. Mantente actual, mantente actualisimo. Publicidad: actualisimo@hotmail.com",99528,3901,272,128,0,217432,0,1,0,619465123,1,bot,25.50717580727832,0.0005932862077053621,2.1846195581187393,134,11,0,0.0,11,1,1,4.997949640594435,3.591287265058499,2.110589710299249,cubrimos lo que es noticia en am rica y el resto del mundo mantente actual mantente actualisimo publicidad actualisimo hotmail com,actualisimo,actualisimo,cubrimos lo que es noticia en am rica y el resto del mundo mantente actual mantente actualisimo publicidad actualisimo hotmail com actualisimo actualisimo
2244999191,TaTa✨,AllAboutTeraa,Miami,,1020,853,2,9597,0,13147,0,1,0,2244999191,0,human,1.1955503512880563,0.7299969577121995,12.877571008814888,0,13,0,0.0,5,1,0,3.0090257420869104,2.931457870689005,3.9821807455964024,,tata,allaboutteraa,tata allaboutteraa
223304073,Mundo Animal,EsMundoAnimal,España,Contactos para publicidad y campañas al al wa +59179606716,1061443,41,1139,34,0,23569,0,0,0,223304073,1,bot,25272.47619047619,0.001484938481120068,0.022205599164911195,58,13,0,0.0,12,2,0,6.025897086460068,1.6232492903979006,1.5440680443502757,contactos para publicidad y campa as al al wa 59179606716,mundo animal,esmundoanimal,contactos para publicidad y campa as al al wa 59179606716 mundo animal esmundoanimal
386934416,ReVoLuCiOn BrAsiL,BotRevolucion,,"Estudios de Arquitectura, Administración de Empresas; Proyectos Sociales. Capacitador.",1012,74,24,10544,0,37506,0,0,0,386934416,0,human,13.506666666666666,0.28114751912976244,37.02566633761106,86,13,0,0.0,17,2,0,3.0056094453602804,1.8750612633917,4.023046584075505,estudios de arquitectura administraci n de empresas proyectos sociales capacitador,revolucion brasil,botrevolucion,estudios de arquitectura administraci n de empresas proyectos sociales capacitador revolucion brasil botrevolucion
5988062,The Economist,TheEconomist,London,News and analysis with a global perspective.  Subscribe here: https://t.co/owztJzwlmm,23543347,0,112401,309,1,163622,0,0,0,5988062,1,bot,23543348.0,0.0018945991700433313,0.006949861166729558,85,12,0,0.0,13,2,0,7.371868222081572,0.0,2.4913616938342726,news and analysis with a global perspective subscribe here,the economist,theeconomist,news and analysis with a global perspective subscribe here the economist theeconomist
948335156,Coca-Cola Türkiye,CocaCola_TR,,#KıpırKıpır bir Coca-Cola 🌟😍,86228,3,105,0,1,10445,0,0,0,948335156,0,human,21557.25,9.573042312847023e-05,0.12114253905298682,28,11,0,0.0,17,2,0,4.9356533496052135,0.6020599913279624,0.0,k p rk p r bir coca cola,coca cola t rkiye,cocacola tr,k p rk p r bir coca cola coca cola t rkiye cocacola tr
3151691953,🍀元祖さん【おすみん】,6_ski,,【あるスポーツで元日本一】 clan:FoL. team:出鱈目[team master]IGN【FoL.がんそ】【出鱈目≠元祖】【がんそくん】,30771,119,14,34218,0,59551,0,1,0,3151691953,1,bot,256.43333333333334,0.5746070660934981,1.9352658260756532,72,5,1,0.2,11,1,0,4.4881557237657095,2.0791812460476247,4.534267313772363,clan fol team team master ign fol,,6 ski,clan fol team team master ign fol  6 ski
61714263,xangie,angieskiff,chamber of secrets ☮ ,"📍Chicago, IL",1070,465,4,14199,0,19677,0,0,0,61714263,0,human,2.2982832618025753,0.7216180506148999,18.3734827264239,12,10,0,0.0,6,1,0,3.029789470831856,2.66838591669,4.152288344383057,chicago il,xangie,angieskiff,chicago il xangie angieskiff
112431151,onemichile,onemichile,Chile,Cuenta oficial de la Oficina Nacional de Emergencia del Ministerio del Interior y Seguridad Pública (ONEMI),1418304,140,2789,550,1,69733,0,0,0,112431151,1,bot,10058.900709219859,0.00790145409699716,0.04916713964908817,107,10,0,0.0,10,1,1,6.151769633931336,2.1492191126553797,2.741151598851785,cuenta oficial de la oficina nacional de emergencia del ministerio del interior y seguridad p blica onemi,onemichile,onemichile,cuenta oficial de la oficina nacional de emergencia del ministerio del interior y seguridad p blica onemi onemichile onemichile
184004752,マクドナルド,McDonaldsJapan,,日本マクドナルド公式アカウントです。,2687162,332,6221,15652,1,11830,0,1,0,184004752,0,human,8069.558558558559,1.3230496154171245,0.004402784646856182,18,14,0,0.0,6,1,0,6.4292940110008985,2.5224442335063197,4.1945975852425095,,,mcdonaldsjapan,mcdonaldsjapan
81018959,ANASTASSIA SFEIR,ANASTASSIASFEIR,,Anastassia Sfeir YouTube,17463,392,61,302,0,32358,0,0,0,81018959,0,human,44.43765903307888,0.009363700979634723,1.852897388914338,24,15,0,0.0,16,2,0,4.2421437227010825,2.5943925503754266,2.481442628502305,anastassia sfeir youtube,anastassia sfeir,anastassiasfeir,anastassia sfeir youtube anastassia sfeir anastassiasfeir
118667208,仮面ライアー217⛩,disnyna,COJIRASE THE TRIP・バケモノバケツ委員会,参拝者のみんなこんにちわ、またインターネットで会えたね⛩ 【 #コンパス メグメグモーション】 【#バケモノバケツ委員会はいいぞ】 【毎週火曜・金曜YouTubeに動画UP！】 【お仕事、ご依頼はこちら→ info@cojitri.net まで】,154359,664,2061,901,0,75191,0,0,0,118667208,1,bot,232.1203007518797,0.011995957016703905,0.48712101580720396,123,7,0,0.0,10,1,0,5.188534769899359,2.8228216453031045,2.9552065375419416,youtube up info cojitri net,217,disnyna,youtube up info cojitri net 217 disnyna
562445678,Nabil Lahrech,Aiekillu,Montréal,"Algerian, french-canadian. Twitch partner and YouTube content creator. For business inquiries contact@aiekillu.fr",300071,230,202,18973,0,35981,0,0,0,562445678,0,human,1299.012987012987,0.5273192151631372,0.11991122130688635,113,8,0,0.0,13,2,0,5.477225472889639,2.3636119798921444,4.278158896244664,algerian french canadian twitch partner and youtube content creator for business inquiries contact aiekillu fr,nabil lahrech,aiekillu,algerian french canadian twitch partner and youtube content creator for business inquiries contact aiekillu fr nabil lahrech aiekillu
18871948,Jayski,jayski,The USA,"NASCAR News, Race Updates, Schemes & Links from https://t.co/4qqCmVe8Qn; EMAIL: jayski@espn.com",104297,1188,2345,1441,0,82847,0,0,0,18871948,1,bot,87.71909167367535,0.017405368868288914,0.7943392970143244,95,6,0,0.0,6,1,1,5.018275980552209,3.0751818546186915,3.15896526038341,nascar news race updates schemes links from email jayski espn com,jayski,jayski,nascar news race updates schemes links from email jayski espn com jayski jayski
18657572,Michael Kukielka,DetroitBORG,,Technology Assimilator,147378,313,995,25714,1,70162,0,0,0,18657572,0,human,469.359872611465,0.3665037127830908,0.4760718962674465,22,11,0,0.0,16,2,0,5.168435605410036,2.496929648073215,4.410186528657109,technology assimilator,michael kukielka,detroitborg,technology assimilator michael kukielka detroitborg
50687788,Macy's,Macys,,Must-have fashion & exciting events. Share your fave finds with #macyslove. Need help? DM us.,944665,1183,4462,8325,1,100822,0,0,0,50687788,0,human,797.8597972972973,0.08258036360751018,0.10672872740206592,93,5,0,0.0,6,1,0,5.975278284702975,3.073351702386901,3.9204364065507584,must have fashion exciting events share your fave finds with macyslove need help dm us,macy s,macys,must have fashion exciting events share your fave finds with macyslove need help dm us macy s macys
77237454,BRENDA ASNICAR -,Asnicar__Brenda,"Argentina, Buenos Aires","Única e irrepetible, al igual que todos en este planeta... •MADE IN ARGENTINA• -----------Instagram: Basnicar #TodoAmorCeroOdio",997592,585,2071,2047,1,8456,0,0,0,77237454,0,human,1702.3771331058022,0.24216625280832446,0.008477405114109661,127,15,0,0.0,16,3,0,5.998953393084721,2.767897616018091,3.3113299523037933,nica e irrepetible al igual que todos en este planeta made in argentina instagram basnicar todoamorceroodio,brenda asnicar,asnicar brenda,nica e irrepetible al igual que todos en este planeta made in argentina instagram basnicar todoamorceroodio brenda asnicar asnicar brenda
391628219,サボさん,SABO_san_bot,スイちゃんとコッシーの間,Eテレ　みいつけた！のサボさん非公式bot。【サボさんと会話したい人向け】試運転中。★フォローする時は必ず説明書読んでね★たまに手動。反応ワードのご要望や何かあればDMかサボさんbotのマネージャー@ruyu_nicaまで。※さよならはブロックでお願いします【手動中、返信が遅れますがご容赦を】,1220,972,14,68,0,53623,0,0,0,391628219,1,bot,1.2548818088386433,0.001286737281814113,43.91809991809992,147,12,0,0.0,4,1,0,3.0867156639448825,2.988112840268352,1.8388490907372552,e bot dm bot ruyu nica,,sabo san bot,e bot dm bot ruyu nica  sabo san bot
105711392,ホープ,hope_bot,,"FF13のキャラクター「ホープ」の非公式ボットです。
ゲーム内の台詞やちょっとした事を呟きます。挨拶もできます。
どうやら先人がいらっしゃるようなので、ホープ２号です（笑）
気まぐれで中の人も呟いたり。
追記：ライトさん（light_san_bot）とスノウ（snow_bot）ボット、出来ました。",848,826,72,0,0,479438,0,1,0,105711392,1,bot,1.026602176541717,2.0857710782810742e-06,564.7102473498234,149,8,0,0.0,3,1,0,2.928907690243953,2.9175055095525466,0.0,ff13 light san bot snow bot,,hope bot,ff13 light san bot snow bot  hope bot
153057640,ニュース速報(社会),ceek_national,,http://t.co/dbWCqVO1DDのフィード@社会を垂れ流すだけのアカウント。他カテゴリもまとめてフォローしたい人は上のリストで。,867,0,69,0,0,1021486,0,1,0,153057640,1,bot,868.0,9.789649794857888e-07,1176.828341013825,70,13,0,0.0,10,1,0,2.938519725176492,0.0,0.0,,,ceek national,ceek national
15032862,CBS Chicago,cbschicago,Chicago,"CBS Chicago: The latest news, weather & sports for all of Chicagoland. Email tips to cbschicagotips@cbs.com or call 312.899.2200.",148063,2338,2846,2416,1,104317,0,0,0,15032862,1,bot,63.302265925609234,0.023169539293314674,0.7045466825156689,129,10,0,0.0,11,2,0,5.170449477819803,3.3690302218091532,3.3832766504076504,cbs chicago the latest news weather sports for all of chicagoland email tips to cbschicagotips cbs com or call 312 899 2200,cbs chicago,cbschicago,cbs chicago the latest news weather sports for all of chicagoland email tips to cbschicagotips cbs com or call 312 899 2200 cbs chicago cbschicago
3383003321,Bieten Online,BietenOnline,,"Online Auktionen - Für jeden etwas dabei - Von Autos bis zu Münzen, Erotik Artikel etc. ein blick lohnt sich. http://t.co/su01ozK8xy",874,940,74,34,0,300582,0,0,0,3383003321,1,bot,0.9298618490967057,0.00011644038418673046,343.52342857142855,132,12,0,0.0,13,2,0,2.942008053022313,2.973589623427257,1.5440680443502757,online auktionen f r jeden etwas dabei von autos bis zu m nzen erotik artikel etc ein blick lohnt sich,bieten online,bietenonline,online auktionen f r jeden etwas dabei von autos bis zu m nzen erotik artikel etc ein blick lohnt sich bieten online bietenonline
2425410558,Julien Bam,Julien_Bam,"Aachen, Nordrhein-Westfalen",bin cooool,1698187,382,476,16829,1,7121,0,0,0,2425410558,0,human,4433.911227154047,2.3631002527379947,0.004193881949466137,10,10,0,0.0,10,2,0,6.2299857676764825,2.583198773968623,4.226084115975824,bin cooool,julien bam,julien bam,bin cooool julien bam julien bam
65845089,サメジ部長,samezi,そこな,ゲームやツールや動画や漫画やMMDやVRコンテンツや世界を作るマンです。雑談SlackとアダルトVRの会というSlack Teamやってます。持病は双極性障害1型と不定の広汎性発達障害です。バーチャルYouTuberのアローザもよろしく。 @youtuberAROZA,1243,1095,102,6765,0,129415,0,0,0,65845089,1,bot,1.135036496350365,0.05228101625764975,104.03215434083602,134,6,0,0.0,5,1,0,3.0948203803548,3.0398105541483504,3.8303319934519617,mmd vr slack vr slack team 1 youtuber youtuberaroza,,samezi,mmd vr slack vr slack team 1 youtuber youtuberaroza  samezi
468655121,Dony,donygemini,Arizona ,Be the energy you want to attract,76324,28774,59,4,0,23071,0,1,0,468655121,0,human,2.6524761077324066,0.00021671289875173372,0.3022862757943007,33,10,0,0.0,4,1,0,4.882666812970699,4.45901533230183,0.6989700043360189,be the energy you want to attract,dony,donygemini,be the energy you want to attract dony donygemini
253755500,JUANPA ZURITA 🇲🇽,ElJuanpaZurita,,Z1 COLLECTION OUT NOW ↙️,5447247,2864,2208,34048,1,20814,0,1,0,253755500,0,human,1901.308202443281,1.635791496516935,0.0038211955835313538,24,14,0,0.0,16,3,0,6.736177148098485,3.4571246263034086,4.532104361451173,z1 collection out now,juanpa zurita,eljuanpazurita,z1 collection out now juanpa zurita eljuanpazurita
389320918,@𝘿𝘾𝙃𝙤𝙢𝙤𝙨,DCHomos,"Washington, DC","News, noise, food, sports, art, charity, fashion, TV, film, happy thoughts, all things LGBT+ in DC. 2X Best Local Twitter Feed, Best of Gay DC.",98019,9787,797,56580,0,170558,0,0,0,389320918,1,bot,10.01430322844299,0.33173857726651773,1.7400428483982862,143,7,0,0.0,8,1,0,4.991314698176611,3.9906939606797516,4.752670618812807,news noise food sports art charity fashion tv film happy thoughts all things lgbt in dc 2x best local twitter feed best of gay dc,,dchomos,news noise food sports art charity fashion tv film happy thoughts all things lgbt in dc 2x best local twitter feed best of gay dc  dchomos
45285656,Joe’s Law ☀️☕️🇺🇸🌟,JoeNYLaw,"Charmingville, USA ",Winning Verdicts•World🌎Traveler•Art&Ardor•Bleeding Black & Gold 🐧•Scion of Royalty👑•Baritone•Violin🎻•Guitar 🎸•🇺🇸 🇮🇱• #Glock• μολὼν λαβέ• #WalkAway #IFB,110498,70213,798,19666,0,104514,0,0,0,45285656,0,human,1.5737459765858661,0.18817394632349424,0.945845663761663,151,8,0,0.0,17,3,0,5.0433583477365405,4.846423714929623,4.293738117783524,winning verdicts world traveler art ardor bleeding black gold scion of royalty baritone violin guitar glock walkaway ifb,joe s law,joenylaw,winning verdicts world traveler art ardor bleeding black gold scion of royalty baritone violin guitar glock walkaway ifb joe s law joenylaw
